,Chroma,MFCC,Spectral Contrast,Spectral Flatness,ZCR,Emotion Profile
0,0.59612504641215,4.004918082932362,20.927770101810395,0.001940265065059,0.0896948654033647,1
1,0.6228377570708593,2.679437820440657,22.78762390575162,0.0036089865025132,0.0992133384301877,2
2,0.6941950966914495,0.58440895229578,20.68936021885059,0.003105777548626,0.083763572323372,2
3,0.6927923013766607,1.567591159278527,20.77158324724092,0.0035330022219568,0.0828705747352847,0
4,0.6765983253717422,1.8206710370257497,20.968266364218447,0.0033681991044431,0.0809920691717304,0
5,0.7120887786149979,1.889295205846429,20.408192104496827,0.0035514526534825,0.0846318591425947,1
6,0.7114498019218445,2.4648962676525117,20.55011362486255,0.0041526220738887,0.0987747887096408,0
7,0.6669930318991343,2.495076205208897,21.070272458672605,0.0037969427648931,0.0892462188095184,0
8,0.6384089986483256,2.278085210546851,21.448806169272675,0.0031946855597198,0.0833672700463676,2
9,0.6181293328603109,2.2413767342921345,21.198775607237547,0.0021180058829486,0.0807957558413069,0
10,0.6191439280907313,3.7622786024585366,21.187646355290514,0.0012511810055002,0.0520820195588835,3
11,0.633442630370458,4.7566870708717035,20.81046255751236,0.0008448387379758,0.0412328406295347,3
12,0.624146893620491,4.882311924546957,21.014735535964054,0.001172290300019,0.0498355095342826,3
13,0.6196852723757426,3.9891634323634206,21.414474973287938,0.0011801813961938,0.056004256274941,3
14,0.6086662262678146,0.8036906286492014,22.725907347187544,0.0015834918012842,0.0682359540092735,2
15,0.7205819338560104,2.1759938285220413,20.40640787597848,0.002383577870205,0.0743115703791039,1
16,0.7163706521193186,2.3370647069998087,20.38786080597693,0.003509500529617,0.0768661678929348,1
17,0.7103413144747416,2.4781966850161554,20.52870420637916,0.0032909265719354,0.0739112824942182,1
18,0.7041754424571991,1.936955456994474,20.449316379134626,0.0027325884439051,0.0759603720750952,3
19,0.6545229554176331,-0.021804318204522128,21.02616841141845,0.0029193481896072,0.0771596414865998,2
20,0.6907971153656641,1.7784210923593489,20.46513737291884,0.0033958773128688,0.0800451773081806,3
21,0.6696623762448629,2.681275221775286,20.609660387018597,0.0030629020184278,0.0672073128996236,0
22,0.6299240589141846,2.751957075670362,20.761352146391083,0.002881301799789,0.0632953501949936,3
23,0.6082647293806076,3.955591451562941,21.22637832115781,0.002251855796203,0.058587993010838,3
24,0.6059763232866923,4.8829124652314935,21.31422868247859,0.0013588814763352,0.0466915734683928,3
25,0.630327433347702,4.9586944682057945,21.29921425974474,0.0015584731008857,0.0475012718517594,3
26,0.5880619039138159,2.9369986921548845,21.994619313614216,0.0012729990994557,0.0489518116979185,3
27,0.616862749059995,1.371542947832495,22.23574570015243,0.001700171502307,0.0535174140950934,3
28,0.7516752779483795,4.861963929608464,19.91974277159,0.0019944431260228,0.0516274831222791,1
29,0.745085154970487,5.142738357745111,20.055819747081703,0.0018521145684644,0.0454257886898013,2
30,0.742986872792244,4.972035951912403,20.07893813588881,0.0018051076913252,0.0478802588767458,2
31,0.7479536831378937,4.598172568902373,20.049955071086668,0.0020837455522269,0.0553820143155949,1
32,0.7371799995501837,3.385750822722912,20.60711854120088,0.0017820682842284,0.077843306091851,1
33,0.7134310255448023,3.2300531595014035,20.38314525077138,0.0035415096208453,0.0933971851334346,0
34,0.6470999618371328,4.821514376997948,20.949653575326707,0.0036804012488573,0.0764287252856883,0
35,0.5999925831953684,5.1101456563686956,21.597593411133857,0.003144459798932,0.0693016612722202,0
36,0.6020634373029073,5.10589976273477,21.267210430194982,0.003268037457019,0.0706442797138581,1
37,0.6007998983065287,5.1326857604086396,21.632389728416737,0.0032730915118008,0.0681632830922365,0
38,0.6524672359228134,5.02621261626482,21.131198489865486,0.0041808662936091,0.0754022541181072,0
39,0.6155562847852707,5.106175345927477,21.743513288325595,0.0033983034081757,0.0698464495850716,2
40,0.6506578872601191,5.00237076645717,21.392760066987208,0.0037378186825662,0.0730026967508616,0
41,0.6334329893191656,4.549655694514513,21.491345578543733,0.0034125179518014,0.0780012690175494,0
42,0.6137935817241669,3.7886748488384505,21.92719191367816,0.0025392021052539,0.075262314996939,0
43,0.559202345709006,4.220260071009397,22.173063984326337,0.0014084167778491,0.0564821306599174,3
44,0.6151059220234553,4.695938148722052,21.44160838865834,0.0021694027818739,0.0660961254222973,0
45,0.6660850842793783,4.767651538178325,20.633353687376356,0.0029292411636561,0.0716103467797705,0
46,0.6756032208601633,5.09556180536747,20.444226399190217,0.0027829983737319,0.0648865819993651,1
47,0.695497860511144,5.108274750784039,20.23787231501085,0.0031404243782162,0.0638154720235126,1
48,0.6996328582366308,5.1648317612707615,20.21150819332104,0.0034048971720039,0.0685834547319971,1
49,0.6975952833890915,5.317058350797742,20.18787959239744,0.0030590968672186,0.062270650408693,1
50,0.6854697416226069,5.153129675949458,20.232042275309453,0.0035372520796954,0.0677313317669599,1
51,0.6996017495791117,5.295345751009881,20.321044313962982,0.0041855731979012,0.0680087300755033,0
52,0.6927477717399597,5.25444929683581,20.182387608139944,0.0042458740063011,0.0682428181117359,0
53,0.7064474175373713,5.2478043511509895,20.042303832389525,0.0037965092342346,0.0652792529447442,1
54,0.6990512808163961,5.193479391187429,20.013704575377076,0.0035805210936814,0.0647752949704108,1
